iter	RMSE
288	31.07720843
289	31.02651938
290	30.97576438
291	30.96107796
292	30.93823358
293	30.89648832
294	30.81760733
295	30.80952076
296	30.80210824
297	30.73863665
298	30.73046565
299	30.72330243
300	30.64857602
301	30.58644433
302	30.51405465
303	30.47027573
304	30.39266338
305	30.33588364
306	30.29772869
307	30.28716204
308	30.21312052
309	30.20453569
310	30.18246245
311	30.10514533
312	30.05994408
313	30.05169355
314	29.99233796
315	29.92957605
316	29.89526978
317	29.88911579
318	29.82842383
319	29.82134778
320	29.77917463
321	29.69471125
322	29.62246831
323	29.54838194
324	29.45544145
325	29.39878194
326	29.33235698
327	29.27807874
328	29.22211236
329	29.13616233
330	29.12342983
331	29.07862472
332	29.07121622
333	29.00579326
334	28.95963063
335	28.94740132
336	28.87773882
337	28.80766575
338	28.71559237
339	28.70821314
340	28.66458567
341	28.62921596
342	28.55399866
343	28.51166188
344	28.48725916
345	28.40587725
346	28.34899859
347	28.33794242
348	28.32549129
349	28.32020223
350	28.25416539
351	28.20580157
352	28.18071439
353	28.12832775
354	28.07199982
355	28.0228008
356	27.9729577
357	27.96349494
358	27.91009027
359	27.87552296
360	27.83360774
361	27.78006468
362	27.76826731
363	27.75832576
364	27.71297758
365	27.68682195
366	27.64969804
367	27.6425485
368	27.63013466
369	27.62134846
370	27.61560304
371	27.59823464
372	27.54568215
373	27.49855412
374	27.4485452
375	27.41055244
376	27.36749684
377	27.30178636
378	27.27095186
379	27.21715881
380	27.18345548
381	27.15339451
382	27.08478599
383	27.05399724
384	27.01170228
385	26.97628132
386	26.89187971
387	26.8778116
388	26.86448979
389	26.86054756
390	26.78159461
391	26.74073256
392	26.71106531
393	26.70371886
394	26.67224942
395	26.66773231
396	26.61658711
397	26.58813459
398	26.55776927
399	26.5474719
400	26.50036238
401	26.49352069
402	26.43723076
403	26.40566804
404	26.371258
405	26.33753287
406	26.29351398
407	26.24425968
408	26.21367542
409	26.16987276
410	26.14489275
411	26.10010975
412	26.07432446
413	26.06883541
414	26.02872905
415	26.02441634
416	26.00896036
417	25.9575707
418	25.88815193
419	25.86347047
420	25.81740761
421	25.75229826
422	25.73022843
423	25.67732138
424	25.5992341
425	25.59534007
426	25.58970692
427	25.5484184
428	25.54441172
429	25.47610002
430	25.41430168
431	25.36682371
432	25.34445374
433	25.29080146
434	25.23984732
435	25.20510833
436	25.16207333
437	25.12022084
438	25.11653513
439	25.05828621
440	25.05192717
441	25.01223081
442	25.00976137
443	24.97900539
444	24.92387817
445	24.89037881
446	24.84387157
447	24.80379843
448	24.76968116
449	24.76622243
450	24.71349275
451	24.67242378
452	24.64229374
453	24.56379393
454	24.52170442
455	24.46943901
456	24.4337387
457	24.39373939
458	24.36001928
459	24.31061653
460	24.27593369
461	24.23787461
462	24.17625132
463	24.12742359
464	24.12270393
465	24.09512097
466	24.04126313
467	24.00840063
468	23.98852266
469	23.94056709
470	23.89459969
471	23.8399375
472	23.80191679
473	23.76977891
474	23.7416489
475	23.69596743
476	23.669737
477	23.62780882
478	23.6210165
479	23.59538707
480	23.59130644
481	23.58924589
482	23.55539891
483	23.51443504
484	23.45846967
485	23.42142132
486	23.40507976
487	23.35318246
488	23.31672726
489	23.25644757
490	23.25452973
491	23.21400155
492	23.17229434
493	23.12749612
494	23.09318412
495	23.06343949
496	23.03023608
497	23.02825839
498	23.00180826
499	22.99955509
500	22.95957313
501	22.94101566
502	22.91247951
503	22.8660936
504	22.8394874
505	22.81809847
506	22.79546702
507	22.74691772
508	22.70232492
509	22.66601447
510	22.63673331
511	22.58390646
512	22.55101189
513	22.54909056
514	22.53223257
515	22.50526784
516	22.4597527
517	22.42253609
518	22.39076418
519	22.35053433
520	22.32152766
521	22.28103102
522	22.2284147
523	22.17877288
524	22.1371349
525	22.10371032
526	22.06066086
527	22.02170943
528	21.97521948
529	21.97228124
530	21.95037879
531	21.91149513
532	21.86813576
533	21.83972626
534	21.83520261
535	21.80000347
536	21.7620984
537	21.73012882
538	21.69839091
539	21.69665462
540	21.67911608
541	21.65333643
542	21.65019511
543	21.62256374
544	21.6054651
545	21.57289394
546	21.52983756
547	21.5025793
548	21.4796435
549	21.44657319
550	21.41350426
551	21.41179835
552	21.37634159
553	21.3490173
554	21.33076465
555	21.3001455
556	21.29620312
557	21.26878569
558	21.2422388
559	21.19609862
560	21.15638649
561	21.12675469
562	21.08301177
563	21.05710247
564	21.02513973
565	21.01231478
566	20.97583422
567	20.95554705
568	20.93978262
569	20.88550905
570	20.83227858
571	20.81297617
572	20.78007443
573	20.76071542
574	20.71962084
575	20.68794981
576	20.66533722
577	20.62768555
578	20.59396198
579	20.56668719
580	20.54901228
581	20.53612029
582	20.48364063
583	20.45362583
584	20.42387141
585	20.39745388
586	20.36794194
587	20.36622033
588	20.34532386
589	20.31997877
590	20.28382899
591	20.25497041
592	20.21456654
593	20.17743019
594	20.17625748
595	20.14071959
596	20.10273303
597	20.06785748
598	20.04237293
599	20.01314503
600	19.97440353
601	19.94420509
602	19.8900209
603	19.86296545
604	19.81718729
605	19.77540658
606	19.74672469
607	19.72882578
608	19.70093949
609	19.68820988
610	19.65736539
611	19.61301878
612	19.58188429
613	19.57874111
614	19.54422746
615	19.52527516
616	19.4978992
617	19.4644692
618	19.4177384
619	19.38257249
620	19.34226763
621	19.30184614
622	19.26689902
623	19.24672405
624	19.21870951
625	19.1938864
626	19.16837105
627	19.14682346
628	19.0889039
629	19.05890156
630	19.04078002
631	19.01471931
632	18.97541771
633	18.95521575
634	18.92978572
635	18.89781261
636	18.87002909
637	18.84395406
638	18.82266375
639	18.79414154
640	18.76218016
641	18.73914339
642	18.7167507
643	18.68618147
644	18.66324379
645	18.65220609
646	18.61494565
647	18.57149907
648	18.55747661
649	18.5239586
650	18.48500428
651	18.45046756
652	18.43135468
653	18.42084458
654	18.39567608
655	18.3606025
656	18.35938424
657	18.33308532
658	18.29106919
659	18.28735758
660	18.2445418
661	18.23150491
662	18.21039358
663	18.19732235
664	18.15812811
665	18.12911322
666	18.10267585
667	18.07351411
668	18.0342509
669	18.00667397
670	17.98047231
671	17.95047454
672	17.92990211
673	17.90840358
674	17.87864996
675	17.85142823
676	17.82464311
677	17.80375135
678	17.77104918
679	17.7588057
680	17.73529159
681	17.70656745
682	17.67747749
683	17.64900765
684	17.62820289
685	17.60639294
686	17.58489499
687	17.55534226
688	17.5049587
689	17.47872365
690	17.45453421
691	17.41490882
692	17.3998898
693	17.38461052
694	17.36037614
695	17.3526547
696	17.33186128
697	17.29461298
698	17.27626985
699	17.26512027
700	17.25166453
701	17.23454827
702	17.21656236
703	17.19398816
704	17.16752109
705	17.14252888
706	17.10821205
707	17.06060125
708	17.02633976
709	17.00079699
710	16.99964839
711	16.98596361
712	16.9700806
713	16.93181412
714	16.92079494
715	16.90964225
716	16.86192688
717	16.8449394
718	16.8425099
719	16.81458453
720	16.79837943
721	16.77708101
722	16.74224401
723	16.71893448
724	16.69956228
725	16.68637837
726	16.66201845
727	16.63102419
728	16.60111643
729	16.59073781
730	16.56650871
731	16.55162331
732	16.51191055
733	16.49945336
734	16.46949464
735	16.44004273
736	16.42454663
737	16.40577325
738	16.37776881
739	16.34513956
740	16.3353501
741	16.31766438
742	16.3008259
743	16.28672907
744	16.2577537
745	16.24227334
746	16.21705993
747	16.19751314
748	16.18126747
749	16.15657525
750	16.12071525
751	16.11677171
752	16.10380856
753	16.09384201
754	16.06893963
755	16.06789625
756	16.05542487
757	16.0248534
758	16.01487538
759	16.00149101
760	15.97279162
761	15.94480037
762	15.90053079
763	15.87176622
764	15.84664861
765	15.82312446
766	15.80835262
767	15.79951434
768	15.76074958
769	15.74830502
770	15.72373872
771	15.72045984
772	15.7047128
773	15.70128571
774	15.6775801
775	15.65773687
776	15.63340926
777	15.62096121
778	15.59301978
779	15.5721456
780	15.54106016
781	15.51435489
782	15.48470521
783	15.47426342
784	15.45817647
785	15.43443462
786	15.43346736
787	15.41320202
788	15.37778742
789	15.3531294
790	15.32572903
791	15.31715962
792	15.30444289
793	15.27220415
794	15.27084179
795	15.26254273
796	15.22210021
797	15.22022872
798	15.19143464
799	15.17076982
800	15.15355888
801	15.14058641
802	15.11807701
803	15.10509701
804	15.07749475
805	15.05669671
806	15.02629061
807	15.00291768
808	14.99401386
809	14.95831124
810	14.94260713
811	14.91422353
812	14.89839285
813	14.89524709
814	14.85864266
815	14.84111372
816	14.82166842
817	14.78109799
818	14.768911
819	14.75419847
820	14.72932043
821	14.72828818
822	14.72090667
823	14.71534675
824	14.6899058
825	14.68531387
826	14.68396263
827	14.67719078
828	14.65841244
829	14.62771117
830	14.60362647
831	14.58580886
832	14.57171127
833	14.54580365
834	14.54511869
835	14.53423585
836	14.51639288
837	14.49876021
838	14.48535397
839	14.47124209
840	14.44450999
841	14.40757483
842	14.40505133
843	14.39022565
844	14.37384652
845	14.35393657
846	14.33500881
847	14.31202074
848	14.30305663
849	14.28604452
850	14.26387899
851	14.25096827
852	14.23281436
853	14.21407294
854	14.19416798
855	14.18703146
856	14.16912056
857	14.13667857
858	14.13535792
859	14.12345459
860	14.10876264
861	14.1063467
862	14.086225
863	14.07103574
864	14.06934747
865	14.04613244
866	14.03043928
867	14.01218057
868	14.00016892
869	13.97741942
870	13.95760925
871	13.93804714
872	13.92979555
873	13.92096828
874	13.89937015
875	13.88562311
876	13.86014669
877	13.83643045
878	13.82394101
879	13.809217
880	13.80518336
881	13.79083824
882	13.78276574
883	13.770967
884	13.76948793
885	13.74630867
886	13.7228301
887	13.71300808
888	13.69037727
889	13.68358696
890	13.66993388
891	13.65166948
892	13.64975991
893	13.63139315
894	13.61715912
895	13.61185886
896	13.57546902
897	13.55598785
898	13.52235691
899	13.51283747
900	13.50354441
901	13.48367117
902	13.48208597
903	13.46192747
904	13.44530865
905	13.42247336
906	13.40953932
907	13.39630226
908	13.37499573
909	13.35307186
910	13.33906273
911	13.32543662
912	13.31122361
913	13.30188808
914	13.29760449
915	13.29568597
916	13.26991364
917	13.25604705
918	13.2310433
919	13.21103715
920	13.20923743
921	13.19269481
922	13.1918427
923	13.17556496
924	13.15742519
925	13.14803528
926	13.13765486
927	13.12243016
928	13.10452199
929	13.10362981
930	13.09685571
931	13.09513158
932	13.0766201
933	13.07529242
934	13.04339197
935	13.02662223
936	13.00384697
937	12.98750134
938	12.97489309
939	12.96169543
940	12.92986192
941	12.90472729
942	12.87822541
943	12.85125598
944	12.82762491
945	12.80651686
946	12.79169122
947	12.7809343
948	12.76717793
949	12.74480562
950	12.72594112
951	12.72433771
952	12.70379768
953	12.69348667
954	12.6810062
955	12.67084034
956	12.65103172
957	12.62731121
958	12.61872708
959	12.60649384
960	12.58093774
961	12.56289163
962	12.56039826
963	12.53942489
964	12.51965906
965	12.50861409
966	12.49840987
967	12.49569113
968	12.48192704
969	12.47180886
970	12.45760665
971	12.44502299
972	12.42917997
973	12.41287787
974	12.39174596
975	12.36124305
976	12.33956532
977	12.32937469
978	12.32399578
979	12.31711047
980	12.30632094
981	12.29052544
982	12.28116085
983	12.27104449
984	12.26407288
985	12.23937798
986	12.22232405
987	12.22026208
988	12.20939278
989	12.19459725
990	12.19410287
991	12.18590487
992	12.15856377
993	12.1530488
994	12.12666627
995	12.12595021
996	12.09631722
997	12.06958625
998	12.05641447
999	12.03738298
